0520600000,4,Municipal de CONCEPCION,MARLENY SALAZAR FRANCO,Cra 21 Nº 19 -23,567083-567084-56710656 70 85-56 70 83,concdl01@edatel.net.co,,05206,05
0520900000,4,Municipal de CONCORDIA,CLARIBEL CALDERON DE HERNANDEZ,Calle 20 20-21,44 61 01-447053 DLS446089- 446240-446352,concodl1@edatel.net.co concordl01@edatel.net.co claribethc@hotamail.com,,05209,05
0521200000,4,Municipal de COPACABANA,ARTURO ZAPATA,,2 74 00 69 FAX 2 74 77 05,copadl01@edatel.net.co,,05212,05
0523400000,4,Municipal de DABEIBA,OLGA LUZ JARAMILLO ROJAS,ALCALDIA MUNICIPAL,59 03 00-590102-591194DLS59 00 41,dabedl01@edatel.net.co,,05234,05
0523700000,4,Municipal de DONMATIAS,JULIANA CATAÑO LOPEZ,,66 32 40-66 32 39-66 32 42Fax. 66 37 07,dmatdl01@edatel.net.co,,05237,05
0524000000,4,Municipal de EBEJICO,LILIANA DE LOS RIOS OSPINA,,562190-562016-56202156 21 90,ebejdl01@edatel.net.co ssaludebejico@gmsil.com,,05240,05
0525000000,4,Municipal de EL BAGRE,SAMIR ROMERO MONTERROSA,,372429 -8373616-370439DL37 24 32 -37 24 27,bagrdl01@edatel.net.co,,05250,05
0526400000,4,Municipal de ENTRERRIOS,DIANA ISABEL PEREZ PEREZ,,67 03 05-67 04 1267 03 05,entrdl01@edatel.net.co,,05264,05
0526600000,4,Municipal de ENVIGADO,RICARDO ANTONIO CASTRILLON QUINTERO,,3 39 40 18-3394041-33940423 39 41 92-3394045DLS,envidl01@edatel.net.co,,05266,05
0528200000,4,Municipal de FREDONIA,GUSTAVO ADOLFO OCHOA ALZATE,Plaza Principal,40 12 64- 40 13 93 -40 13 3840 11 76,freddl01@edatel.net.co dlsfredonia@hotmail.com,,05282,05
0528400000,4,Municipal de FRONTINO,CLAUDIA ELENA CEBALLOS,ALCALDIA MUNICIPAL,59 50 32 -59 50 37 -59 52 8859 58 35,frondl01@edatel.net.co,,05284,05
0530600000,4,Municipal de GIRALDO,RIGOBERTO HIGUITA CAMPO,CL SANTANDER PLAZA PPAL,57 11 0757 11 06,giradl01@edatel.net.co,,05306,05
0530800000,4,Municipal de GIRARDOTA,NEMESIO CTAÑO CORDOBA,PARQUE DE GIRARDOTA,4052050-2890735-40542002 89 08 04 2 89 55 00,girardl01@edatel.net.co,,05308,05
0531000000,4,Municipal de GOMEZ PLATA,BAYRON EMILIO RESTREPO ARANGO,Calle 50 No. 49-49,627266-62 78 06627506-627704,gomedl01@edatel.net.co,,05310,05
0531300000,4,Municipal de GRANADA,GLORIA CECILIA QUINTERO GARCIA,,32 05 49 - 32 05 4832 05 49,grandl01@edatel.net.co,,05313,05
0531500000,4,Municipal de GUADALUPE,DAVID ALEJANDRO QUIROZ GARCIAS,CALLE 50 NRO. 10-22,61 64 40 - 61 60 16 61 61 92,guaddl01@edatel.net.co,,05315,05
0531800000,4,Municipal de GUARNE,HERNAN DARIO CARDONA,Carrera 50 50-02 Parque Principal,5 51 00 25-5513364 EX.1195 51 09 03 ext. 32,guardl01@edatel.net.co,,05318,05
0532100000,4,Municipal de GUATAPE,RODIMIRO TANGARIFE CIFUENTES,Plaza Principal,61 05 39 61 05 55 61067361 06 72,guatdl01@edatel.net.co,,05321,05
0534700000,4,Municipal de HELICONIA,WILSON HERNANDO BLANDON QUINTERO,parque principal,54 96 35-54 97 99 54 98 3154 96 35,helidl01@edatel.net.co,,05347,05
0535300000,4,Municipal de HISPANIA,LUIS FERNANDO CORREA LOPEZ,,43 22 03- 43 28 62-43 21 8043 28 87 ext. 103,0,,05353,05
0536000000,4,Municipal de ITAGUI,JHON JAIRO LOAIZA Z,,3 73 76 76-376 48 70 DLS2 77 59 85,itagdl01@edatel.net.co,,05360,05
0536100000,4,Municipal de ITUANGO,CARLOS ANDRES CARDONA RUIZ,calle principal,64 31 75-64 31 1964 31 75- 64 30 20,ituadl01@edatel.net.co,,05361,05
0536400000,4,Municipal de JARDIN,IDILIA JANETH CHICA COSSIO,CRA 3 10 10,45 55 20 - 45 55 12-45637845 55 50-456378 DLS,jarddl01@edatel.net.co,,05364,05
0536800000,4,Municipal de JERICO,JHON ALEXANDER GIRALDO GIRALDO,carrera 5ta No. 7- 50,52 31 01 -52 35 02- 52 36 6552 34 14 Ext.102,jeridl01@edatel.net.co saludjerico-antioquia@hotmail.com,,05368,05
0537600000,4,Municipal de LA CEJA DEL TAMBO,NORA PTRICIA RAMIREZ VALENCIA,,5 53 14 14-5531074 DLS5 53 07 85-5535598,cejadl01@edatel.net.co,,05376,05
0538000000,4,Municipal de LA ESTRELLA,LUIS FERNANDO ALVAREZ V,Calle 80sur 61-79,2 791558-3026602 79 41 63,estrdl01@edatel.net.co,,05380,05
0539000000,4,Secretaría de LA PINTADA,JOHN HENRY NOREÑA TORO,,45 42 16- 45 40 34- 45 35 6045 35 62,pintdl01@edatel.net.co,,05390,05
0540000000,4,Municipal de LA UNIÓN,ANGELICA MARIA CORREA MENDEZ,,5 56 06 54- 568 70 72 DLS5 56 06 30,uniodl01@edatel.net.co,,05400,05
0541100000,4,Municipal de LIBORINA,ADRIANA MARIA MAYA,,56 19 40-56 18 6556 18 65,libodl01@edatel.net.co,,05411,05
0542500000,4,Municipal de MACEO,OLMER MAZO,,64 02 09 -640810 -640828DL64 05 06,macedl01@edatel.net.co,,05425,05
0544000000,4,Municipal de MARINILLA,MARTHA OLIVA BOTERO ROJAS,Calle 30 nro 30 13 oficina 309,548 44 10 - 548 32-85 dls5 48 44 10,maridl01@edatel.net.co saludmarinilla@gmail.com,,05440,05
0546700000,4,Municipal de MONTEBELLO,CARLOS ARTURO ALARCON GOMEZ,Calle 20 No. 19-51,480564-48 06 10-8480870DL48 07 13,montdl01@edatel.net.co,,05467,05
0547500000,4,Secretaría de MURINDO,OMAR DE JESUS MACHUCA,,57 51 03-57 50 8557 50 85-57 50 94 Hosp,muridl01@edatel.net.co,,05475,05
0548000000,4,Municipal de MUTATA,LUCELLY SARAI VLEASQUEZ,CRA 10#10-14,578602 57 88 12 57 81 1357 86 39,mutadl01@edatel.net.co,,05480,05
0548300000,4,Municipal de NARIÑO,SILVIA GALLO LOPEZ,Cra 13 #10-17,680113-680204-680179 DLS68 00 77,naridl01@edatel.net.co,,05483,05
0549000000,4,Municipal de NECOCLI,HAROLD ALBERTO AGAMEZ GUTIERREZ,Carrera 50 # 52 - 46,21 46 16-214643-215595 DL 21 46 43 ? 21 50 36,necodl01@edatel.net.co,,05490,05
0549500000,4,Municipal de NECHI,DORA RAQUEL ARCIA INDAGUR,calle Bolivar Alcaldia Municipal,36483 44-8368442DLS36 85 85-8368190,nechidls01@edatel.net.co,,05495,05
0550100000,4,Municipal de OLAYA,ANA SILVIA GONZALEZ ESCUDERO,,55 02 21-55 01 1655 02 20,olaydl01@edatel.net.co,,05501,05
0554100000,4,Municipal de PEÑOL,JOSE OMAR GARCIA GARCIA,cr 18 02 91,515904-515601-517333DLS51 50 53 Ext.9 51 5851,penodl01@edatel.net.co,,05541,05
0554300000,4,Municipal de PEQUE,OLGA LUCIA SUCERQUIA HIGUITA,Palacio Municipal,55 20 43-55 21 37-55222155 22 23 ? 552173,pequdl01@edatel.net.co,,05543,05
0557600000,4,Municipal de PUEBLORRICO,LUZ MARINA GONZALEZ ZAPATA,carrera 31 Andes-Pueblorrico,49 90 03-49 91 2049 80 81,pricdl01@edatel.net.co,,05576,05
0557900000,4,Municipal de PUERTO BERRIO,GUSTAVO ERNESTO MEDINA ZAPATA ¤,8335344,33 25 17-332120- 33534433 19 59-335344,pberdl01@edatel.net.co,,05579,05
0558500000,4,Municipal de PUERTO NARE,ERIKA MARIA DUQUE ALZATE,,34 7329-346201-34724334 75 02-8303247,pnardl01@edatel.net.co,,05585,05
0559100000,4,Municipal de PUERTO TRIUNFO,LINA MARCELA GONZALEZ CASA,Alcaldía Puerto Triunfo,35 20 25 - 35 21 1235 20 17 ? 35 23 60DLS,ptridl01@edatel.net.co,,05591,05
0560400000,4,Municipal de REMEDIOS,VIVIANA MARIA AYALA MUNERA,CALLE 10 Nº 9-62,30 37 44-30 37 91-303247DL 30 31 59,remedl01@edatel.net.co,,05604,05
0560700000,4,Municipal de RETIRO,EYISED ANDREA RAMIREZ S,Calle 20 parque Principal,541 18 60- 5 41 02 345 41 01 75,retidl01@edatel.net.co salud@elretiro-antioquia.gov.vco,,05607,05
0561500000,4,Municipal de RIONEGRO,TOMAS BERNAL ALVAREZ,Calle 49 Nª 50 - 05,5 65 81 00 ? 5 61 99 185 65 81 42-561 99 11,riondl01@edatel.net.co,,05615,05
0562800000,4,Municipal de SABANALARGA,JESUS EVELIO ZULETA LOPEZ,,55 42 01-55 41 54Hospital55 41 39,sabadl01@edatel.net.co evercedro@yahoo.com,,05628,05
0563100000,4,Municipal de SABANETA,CLAUDIA MARIA VALENCIA F,CALLE 71SUR 45-30,2 88 52 13 ? 3014772DLS2 88 52 93,sabandl01@edatel.net.co,,05631,05
0564200000,4,Municipal de SALGAR,ANDRES FELIPE OQUENDO PATIÑO,CALLE 29 No 30-17,44 23 30-44 22 13 - 44268544 32 51,salgdl01@edatel.net.co,,05642,05
0564700000,4,Municipal de SN ANDRES DE CUERQUIA,JOSE ALBERTO CHICA,Parque principal,61 81 25-61 81 2661 82 06,snandl01@edatel.net.co,,05647,05
0564900000,4,Municipal de SAN CARLOS,CONRADO DE JESUS ARIAS,D.S.S.A. ALPUJARRA PISO 8,35 81 24 35 80 90 35723435 80 63-35 72 86,sncadl01@edatel.net.co,,05649,05
0565200000,4,Municipal de SAN FRANCISCO,ADRIAN PATRICIA CIFUENTES AGUALIMPIA,CL 10 12- 03,32 30 30- 32 32 3632 32 37,snfrdl01@edatel.net.co,,05652,05
0565600000,4,Municipal de SAN JERONIMO,YANETH ALEJANDRA GONZLAEZ ALVAREZ,Parque Principal,58 20 24 - 58 25 80 - 58 32 56 dls58 20 24,snjedl01@edatel.net.co,,05656,05
0565800000,4,Municipal de SAN JOSE DE LA MONTAÑA,JULIAN ANDRES GONZALEZ POSADA,Cr 20 19-10,62 27 1462 29 04 Ext.102,snjodl01@edatel.net.co,,05658,05
0565900000,4,Municipal de SAN JUAN DE URABA,EMILIO BELTRAN CUADRADO,BARRIO LAS DELICIAS,21 21 00 -212297212630-212222,snjudl01@edatel.net.co,,05659,05
0566000000,4,Municipal de SAN LUIS,TANIA MILENA ZULUAGA MONTOYA,CL 12 45 36,34 81 15-34 80 8434 83 19,snludl01@edatel.net.co,,05660,05
0566400000,4,Municipal de SN PEDRO DE LOS MILAGROS,ROSA ELENA BETANCUR PIEDRAHITA,CRA49 NRO49A-36,68 70 39-68 78 52 - 68 62 4668 70 39 Exts.103/108,snpedl01@edatel.net.co,,05664,05
0566500000,4,Municipal de SAN PEDRO DE URABA,RAMIRO GONZALEZ LEMOS,eDIFICIO OBRAS PUBLICAS,20 55 02-20 55 0320 55 02 20 50 03,snpudl01@edatel.net.co,,05665,05
0566700000,4,Municipal de SAN RAFAEL,MARIA BURITCA QUINCHIA,,58 67 08-58 65 3358653558 69 17-58 65 41,snradl01@edatel.net.co,,05667,05
0567000000,4,Municipal de SAN ROQUE,WILLIAM DE JESUS MUÑETON A,Cra 20,65 67 55 65 65 62 65662865 69 11-65 67 87 Regis,snrodl01@edatel.net.co,,05670,05
0567400000,4,Municipal de SAN VICENTE,LUCELLY CEBALLOS FRANCO,,54 41 54 54 42 12 54493854 40 67-544505,snvidl01@edatel.net.co,,05674,05
0567900000,4,Municipal de SANTA BARBARA,JUAN MANUEL RIAÑO,Parque principal palacio municipal,46 30 94-46 30 5146 31 01,stbadl01@edatel.net.co salud@santabarbara-antioquia.gov.co,,05679,05
0568600000,4,Municipal de SANTA ROSA DE OSOS,CARMENZA ELENA JARAMILLO SANCHEZ,,60 81 20- 60 84 1660 80 20 Ext 204,strodl01@edatel.net.co,,05686,05
0569000000,4,Municipal de SANTO DOMINGO,JOS DIEGO RIOS CARMONA,Calle 13 número 14-16,62 13 13-62 10 6962 11 01 62 10 72,stdodl01@edatel.net.co,,05690,05
0569700000,4,Municipal de SANTUARIO,JUAN FERNANDO ARISTIZABAL GOMEZ,Calle 50 N° 49 - 71,5 46 00 80-5 46 11 725 46 00 80,santdl01@edatel.net.co,,05697,05
0573600000,4,Municipal de SEGOVIA,MARGARITA MARIA AGUDELO ARISTIZABAL DLS,,314031-8317196-314351315613-315613,segodl01@edatel.net.co,,05736,05
0575600000,4,Municipal de SONSON,MARIA EUGENIA HERNANDEZ CASTAÑEDA,carrera 9 N. 7-69,691296 69 11 81 69 37 0869 40 52 -693887DLS,sonsdl01@edatel.net.co,,05756,05
0576100000,4,Secretaría de SOPETRAN,SILVIA ELENA TORRES RODRIGUEZ,,54 15 60-54 15 6154 16 14,sopedl01@edatel.net.co,,05761,05
0578900000,4,Municipal de TAMESIS,MARIA CECILIA CADAVID ARANGO,,49 45 56 49 46 88 49 48 3549 60 10,tamedl01@edatel.net.co,,05789,05
0579000000,4,Secretaría de TARAZA,JOSE DUMAR MONSALVE MAZO,,366423- 365634-366555 DL36 62 88Ext.9,taradl01@edatel.net.co,,05790,05
0579200000,4,Municipal de TARSO,GLORIA PATRICIA BEDOYA M,plaza principal,4587 80-45 85 35- 45 85 9845 85 41,tarsdl01@edatel.net.co,,05792,05
0580900000,4,Municipal de TITIRIBI,DAVID A VAEGAS PULGARIN,Carrera 20 20-18,48 23 44 -48 26 49- 48 27 4848 29 27,titidl01@edatel.net.co,,05809,05
0581900000,4,Municipal de TOLEDO,LUZ YICELA CADAVID ALVAREZ,Plaza Principal,61 90 12-61 90 3561 90 20,toledl01@edatel.net.co,,05819,05
0583700000,4,Municipal de TURBO,YVEETTE CECILIA SERNA AMAYA,km 01 salida apartado,27 32 73-276880-272770DL27 32 73 Ext.104,turbdl01@edatel.net.co,,05837,05
0584200000,4,Municipal de URAMITA,EVER DARIO ACEVEDO RUEDA,,57 40 62 - 5740 42 - 57 41 3157 40 66 Ext 107,uramdl01@edatel.net.co everacevedo777@yahoo.es,,05842,05
0584700000,4,Municipal de URRAO,ELIANA MARIA URAN,Calle 34 No. 27-10,504227-500230-50261250 24 43- 50 36 41,urradl01@edatel.net.co,,05847,05
0585400000,4,Municipal de VALDIVIA,ANA LISBETH GARCIA,car 8 No. 7-18,36 04 06-360029 DLS36 02 46,valddl01@edatel.net.co,,05854,05
0585600000,4,Municipal de VALPARAISO,DUVAN PARRA BURITICA,CL 10,49 38 82-49 38 60 49 38 07 Ext.104,valpdl01@edatel.net.co,,05856,05
0585800000,4,Municipal de VEGACHI,JUAN PABLO AGUDELO HERNANDEZ,cra 49 No 50A-14,305625- 30 56 06- 30562630 57 19- R30 58 06,vegadl01@edatel.net.co juanpa234@gmail.com,,05858,05
0586100000,4,Municipal de VENECIA,ALBERTO MUÑETON PEÑA,CRA CORDOBA,492300-491607-8490052 490105-490042,venedl01@edatel.net.co,,05861,05
0587300000,4,Secretaría de VIGIA DEL FUERTE,CONSUELO CHAVERRA ROBLEDO,,67 81 75 -67 80 22 - 67 80 0367 80 34 Hosp,vigidl01@edatel.net.co,,05873,05
0588500000,4,Municipal de YALI,SANDRA LONDOÑO GONZALEZ,Calle 19 No. 20A-13,67 56 53-67 50 2367 56 56,yalidl01@edatel.net.co,,05885,05
0588700000,4,Municipal de YARUMAL,GLORIA PATRICIA CASTAÑEDA VELEZ,cra 20 20-05,8536866-8538989-85378750548871686DLS,yarudl01@edatel.net.co,,05887,05
0589000000,4,Municipal de YOLOMBO,MARIA ISABEL JIMENEZ BETANCUR,Calle Colombia Nº20-92,654557-654337-654181DLS65 41 81,yolodl01@edatel.net.co,,05890,05
0589300000,4,Municipal de YONDO,MONICA MARIA ALVAREZ HERRERA,,32 51 09-32 51 12-32533532 51 10 32 54 61,yonddl01@edatel.net.co,,05893,05
0589500000,4,Municipal de ZARAGOZA,ANNY E ARROYO YOLINA,,388209-388021-38977738 91 61 Ext.6,zaradl01@edatel.net.co,,05895,05
0800000000,4,SECRETARIA DEPARTAMENTAL DE SALUD DEL ATLÁNTICO,ROCIO DEL CARMEN GAMARRA PEÑA,Carrera 45 entre calles 39 y 40,(095) 3514125 Conm. 3307288,ndelacruz@atlantico.gov.co; hcastro@atlantico.gov.co,,08000,08
0800100000,4,Secretaría de Salud Distrital de Barranquilla,LUIS ALEXANDER MOSCOSO OSORIO,Calle 34 No. 43-31 Piso 5,(095) 3449392 - 3518226 - 3517623 - 3406934 - 3516784 - 3519065 - 3008371267 FAX:3518226,sdesaludbarranquilla@yahoo.com;,,08001,08
0807800000,4,Municipal de BARANOA,ANA YANETH MITSSUNAGA PATIÑO,CARRERA 19 NO 16 A 16 BARANOA ATLANTICO,0958789212,anamit64@hotmail.com,,08078,08
0813700000,4,Municipal de CAMPO DE LA CRUZ,CLAUDIA DE LA CRUZ LEYVA,Calle 6° N° 10 - 106,3116701362,saludcampo@yahoo.es,,08137,08
0814100000,4,Municipal de CANDELARIA,ALCALDIA,CALLE 12 Nº 11-69,3136312760,sanjuanmargarita@hotmail.com,,08141,08
0829600000,4,Municipal de GALAPA,PIEDAD PODIDIA CABBALLERO IGLESIAS,CALLE 13 Nº 17B 126,095 3086888,alcaldiadegalapa2004@yahoo.com,,08296,08
0837200000,4,Secretaría de JUAN DE ACOSTA,,,,,,08372,08
0842100000,4,Municipal de LURUACO,NICOLAS GONZALEZ R.,Carrera 20 No. 17-20,8749047,laopera_nico@hotmail.com,,08421,08
0843300000,4,Municipal de MALAMBO,REGULO FLORIAN CANTILLO,Calle 11 Carrera 17 Esquina,3103578845,reguloyare@hotmail.com,,08433,08
0843600000,4,Municipal de MANATí,,,,,,08436,08
0852000000,4,Municipal de PALMAR DE VARELA,,,,,,08520,08
0854900000,4,Secretaría de PIOJO,,,,,,08549,08
0855800000,4,Municipal de POLONUEVO,ANGEL IGLESIAS CARDOZO,CALLE 5 Nº 10-88,3004074493,alcaldiamunicipalpolonuevo@hotmail.com,,08558,08
0856000000,4,Secretaría de PONEDERA,,,,,,08560,08
0857300000,4,Municipal de PUERTO COLOMBIA,GUILLIANNA ARRIETA MAURY,Calle 2 N° 5 - 14,3114321337,guillimokana@hotmail.com,,08573,08
0860600000,4,Municipal de REPELóN,,,,,,08606,08
0863400000,4,Municipal de SABANAGRANDE,,,,,,08634,08
0863800000,4,Municipal de SABANALARGA,JUAN ESTEBAN SANCHEZ PAEZ,Alcaldia Municipal de Sabanalarga,Cel 3103610589,jotaese_@hotmail.com,,08638,08
0867500000,4,Secretaría de SANTA LUCIA,,,,,,08675,08
0868500000,4,Secretaría de SANTO TOMAS,,,,,,08685,08
0875800000,4,Municipal de SOLEDAD,,,,,,08758,08
0877000000,4,Municipal de SUAN,JULIO RAMBAO GUERRERO,Calle 4 N° 14 - 08,8723095 3177709638,lafos16@hotmail.com,,08770,08
0883200000,4,Secretaría de TUBARA,,,,,,08832,08
0884900000,4,Municipal de USIACURí,,,,,,08849,08
1100100000,4,SECRETARIA DISTRITAL DE SALUD DE BOGOTA. D.C.,HECTOR ZAMBRANO RODRIGUEZ,Calle 13 32.69 PISO 3,3649090/9707 EXT 9543 9771,MDIAZ@saludcapital.gov.co; OBARRERA@saludcapital.gov.co,,11001,11
1300000000,4,INSTITUTO SECCIONAL DE SALUD DE BOLIVAR,EDUARDO ESPINOSA FACIOLINCE,Centro Calle de la Moneda No.7-55 CARTAGENA,(095) 6644160 Conm. 6647702 - 6645315,secretariadesalud@hotmail.com,,13000,13
1300100000,4,SECRETARIA DE SALUD DISTRITAL DE CARTAGENA,LUCIO RANGEL SOSA,Calle Real con Santa Clara Esquina No.24-223,(095) 6606390 Fax:6606564,elianatat@hotmail.com dadis@cartagena.gov.co,,13001,13
1300600000,4,Municipal de ACHí,MARIA EUGENIA ALEMAN MEDINA,Calle Central,095 6820302,mariaeualeman@yahoo.es,,13006,13
1303000000,4,Municipal de ALTOS DEL ROSARIO,,,,,,13030,13
1304200000,4,Municipal de ARENAL,ALFONSO PEÑA SIERRA,ARENAL,3008058500,ssarenal@yahoo.es,,13042,13
1305200000,4,Municipal de ARJONA,,,,,,13052,13
1306200000,4,Secretaría de ARROYOHONDO,,,,,,13062,13
1307400000,4,Municipal de BARRANCO DE LOBA,YOJARI VELILLA BARBOZA,palacio municipal,3134212654,yvelilla_465@yahoo.com,,13074,13
1314000000,4,Municipal de CALAMAR,,,,,,13140,13
1316000000,4,Secretaría de CANTAGALLO,,,,,,13160,13
1318800000,4,Municipal de CICUCO,,,,,,13188,13
1321200000,4,Secretaría de CORDOBA,,,,,,13212,13
1322200000,4,Secretaría de CLEMENCIA,,,,,,13222,13
1324400000,4,Municipal de EL CARMEN DE BOLíVAR,EMIRO POMESZ OCHOA,Parque Central Cra. 25,3167894886,elcarmendebolivar@.gov.co,,13244,13
1324800000,4,Secretaría de EL GUAMO,,,,,,13248,13
1326800000,4,Municipal de EL PEÑóN,,,,,,13268,13
1330000000,4,Municipal de HATILLO DE LOBA,,,,,,13300,13
1343000000,4,Municipal de MAGANGUé,,,,,,13430,13
1343300000,4,Municipal de MAHATES,AGUSTIN TERCERO PALOMINO AGAMEZ,PLAZA PRINCIPAL,(5) 6397406,hlmahates@hotmail.com,,13433,13
1344000000,4,Municipal de MARGARITA,,,,,,13440,13
1344200000,4,Secretaría de MARIA LA BAJA,,,,,,13442,13
1345800000,4,Municipal de MONTECRISTO,,,,,,13458,13
1346800000,4,Municipal de MOMPóS,,,,,,13468,13
1347300000,4,Municipal de MORALES,HENDRIS GUSTAVO RODRIGUEZ CAÑAS,Cra 2 N° 18 - 15,5698162 3114388744,henroca2006@hotmail.com,,13473,13
1354900000,4,Municipal de PINILLOS,EDUARDO ARIAS MIRANDA,Calle principal Pinillos,3135336694,,,13549,13
1358000000,4,Secretaría de REGIDOR,,,,,,13580,13
1360000000,4,Municipal de RíO VIEJO,YELMIS YOLIMA LOZANO DIAZ,calle 1 deSan Pedro,0955659238-3114265219,yelodi@hotmail.com,,13600,13
1362000000,4,Secretaría de SAN CRISTOBAL,,,,,,13620,13
1364700000,4,Municipal de SAN ESTANISLAO,RICHER CANTILLO CASTILLA,Calle Colon Palacio Municipal,3114261073,cantillom2@hotmail.com,,13647,13
1365000000,4,Municipal de SAN FERNANDO,,,,,,13650,13
1365400000,4,Municipal de SAN JACINTO,,,,,,13654,13
1365500000,4,Municipal de SAN JACINTO DEL CAUCA,Maria Monsalve Sanchez,Cra 4 No 6-65,28308560,municipiosanjacintodelcauca@yahoo.com,,13655,13
1365700000,4,Municipal de SAN JUAN NEPOMUCENO,,,,,,13657,13
1366700000,4,Municipal de SAN MARTíN DE LOBA,,,,,,13667,13
1367000000,4,Municipal de SAN PABLO,DARIO LLANES,Alcaldia Municipal de San Pablo,6236028,esehlst@yahoo.com.mx,,13670,13
1367300000,4,Municipal de SANTA CATALINA,JAMES MEDINA SIUFFI,Plaza principal "Palacio Municipal",3157534773,,,13673,13
1368300000,4,Municipal de SANTA ROSA,,,,,,13683,13
1368800000,4,Municipal de SANTA ROSA DEL SUR,FABIO ANTONIO MORENO GUISAO,CARRERA 12A No. 11-26,095-5697013 - 5697214 EXT. 124,santarosasurbol@yahoo.es,,13688,13
1374400000,4,Municipal de SIMITí,,,,,,13744,13
1376000000,4,Municipal de SOPLAVIENTO,,,,,,13760,13
1378000000,4,Municipal de TALAIGUA NUEVO,AMALFI BAROOSO LOPEZ,CALLE 14 N° 6 - 22,095 6837755,,,13780,13
1381000000,4,Municipal de TIQUISIO,,,,,,13810,13
1383600000,4,Municipal de TURBACO,EDGAR RAFAEL LOMBANA PUELLO,Plaza Principal  AV. Mexico,3103677218,ermesraulbarraganelles@yahoo.es,,13836,13
1383800000,4,Municipal de TURBANá,ORFELINA RODRIGUEZ MEZA,Plaza principal "Palacio Municipal,3126841923,orfe0122@hotmail.com,,13838,13
1387300000,4,Secretaría de VILLANUEVA,,,,,,13873,13
1389400000,4,Municipal de ZAMBRANO,,,,,,13894,13
1500000000,4,SECRETARIA DEPARTAMENTAN DE SALUD DE BOYACÁ,WILSON FERNANDO MARTIN DIAZ,Av. Colon 22 A -16 Parque Santander,(098) 7424295-7401939-7436969-7434653/54,sesalud@sesalud.gov.co--m9polo@yahoo.es; ffanito@yahoo.es; luzma_em17@hotmail.com,,15000,15
1500100000,4,Secretaría de TUNJA,,,,,,15001,15
1502200000,4,Secretaría de ALMEIDA,,,,,,15022,15
1504700000,4,Secretaría de AQUITANIA,,,,,,15047,15
1505100000,4,Secretaría de ARCABUCO,,,,,,15051,15
1508700000,4,Secretaría de BELEN,,,,,,15087,15
1509000000,4,Secretaría de BERBEO,,,,,,15090,15
1509200000,4,Secretaría de BETEITIVA,,,,,,15092,15
1509700000,4,Secretaría de BOAVITA,,,,,,15097,15
1510400000,4,Secretaría de BOYACA,,,,,,15104,15
1510600000,4,Secretaría de BRICENO,,,,,,15106,15
1510900000,4,Secretaría de BUENAVISTA,,,,,,15109,15
1511400000,4,Secretaría de BUSBANZA,,,,,,15114,15
1513100000,4,Secretaría de CALDAS,,,,,,15131,15
1513500000,4,Secretaría de CAMPOHERMOSO,,,,,,15135,15
1516200000,4,Secretaría de CERINZA,,,,,,15162,15
1517200000,4,Secretaría de CHINAVITA,,,,,,15172,15
1517600000,4,Secretaría de CHIQUINQUIRA,,,,,,15176,15
1518000000,4,Secretaría de CHISCAS,,,,,,15180,15
1518300000,4,Secretaría de CHITA,,,,,,15183,15
1518500000,4,Secretaría de CHITARAQUE,,,,,,15185,15
1518700000,4,Secretaría de CHIVATA,,,,,,15187,15
1518900000,4,Secretaría de CIENAGA,,,,,,15189,15
1520400000,4,Secretaría de COMBITA,,,,,,15204,15
1521200000,4,Secretaría de COPER,,,,,,15212,15
1521500000,4,Secretaría de CORRALES,,,,,,15215,15
1521800000,4,Secretaría de COVARACHIA,,,,,,15218,15
1522300000,4,Secretaría de CUBARA,,,,,,15223,15
1522400000,4,Secretaría de CUCAITA,,,,,,15224,15
1522600000,4,Secretaría de CUITIVA,,,,,,15226,15
1523200000,4,Secretaría de CHIQUIZA,,,,,,15232,15
1523600000,4,Secretaría de CHIVOR,,,,,,15236,15
1523800000,4,Secretaría de DUITAMA,,,,,,15238,15
1524400000,4,Secretaría de EL COCUY,,,,,,15244,15
1524800000,4,Secretaría de EL ESPINO,,,,,,15248,15
1527200000,4,Secretaría de FIRAVITOBA,,,,,,15272,15
1527600000,4,Secretaría de FLORESTA,,,,,,15276,15
1529300000,4,Secretaría de GACHANTIVA,,,,,,15293,15
1529600000,4,Secretaría de GAMEZA,,,,,,15296,15
1529900000,4,Secretaría de GARAGOA,,,,,,15299,15
1531700000,4,Secretaría de GUACAMAYAS,,,,,,15317,15
1532200000,4,Secretaría de GUATEQUE,,,,,,15322,15
1532500000,4,Secretaría de GUAYATA,,,,,,15325,15
1533200000,4,Secretaría de GÜICAN,,,,,,15332,15
1536200000,4,Secretaría de IZA,,,,,,15362,15
1536700000,4,Secretaría de JENESANO,,,,,,15367,15
1536800000,4,Secretaría de JERICO,,,,,,15368,15
1537700000,4,Secretaría de LABRANZAGRANDE,,,,,,15377,15
1538000000,4,Secretaría de LA CAPILLA,,,,,,15380,15
1540100000,4,Secretaría de LA VICTORIA,,,,,,15401,15
1540300000,4,Secretaría de LA UVITA,,,,,,15403,15
1540700000,4,Secretaría de VILLA de leyva,,,,,,15407,15
1542500000,4,Secretaría de MACANAL,,,,,,15425,15
1544200000,4,Secretaría de MARIPI,,,,,,15442,15
1545500000,4,Secretaría de MIRAFLORES,,,,,,15455,15
1546400000,4,Secretaría de MONGUA,,,,,,15464,15
1546600000,4,Secretaría de MONGUI,,,,,,15466,15
